Measurement	Count	Measurement_type	source_file
Total Reads	134327063	Raw count	THR30_0809_S01
Total Tags	180104731	Raw count	THR30_0809_S01
Total Assigned Tags	175662774	Raw count	THR30_0809_S01
Total Reads	160693895	Raw count	THR30_0810_S01
Total Tags	214736464	Raw count	THR30_0810_S01
Total Assigned Tags	208593092	Raw count	THR30_0810_S01
Total Reads	132879791	Raw count	THR30_0811_S01
Total Tags	174480083	Raw count	THR30_0811_S01
Total Assigned Tags	169828321	Raw count	THR30_0811_S01
Total Reads	145698812	Raw count	THR30_0812_S01
Total Tags	194588794	Raw count	THR30_0812_S01
Total Assigned Tags	188624955	Raw count	THR30_0812_S01
Total Reads	146101174	Raw count	THR30_0813_S01
Total Tags	196479815	Raw count	THR30_0813_S01
Total Assigned Tags	190795211	Raw count	THR30_0813_S01
Total Reads	152248490	Raw count	THR30_0814_S01
Total Tags	194558414	Raw count	THR30_0814_S01
Total Assigned Tags	186852546	Raw count	THR30_0814_S01
Total Reads	140492124	Raw count	THR30_0815_S01
Total Tags	189200193	Raw count	THR30_0815_S01
Total Assigned Tags	183856079	Raw count	THR30_0815_S01
Total Reads	158190078	Raw count	THR30_0816_S01
Total Tags	211244579	Raw count	THR30_0816_S01
Total Assigned Tags	204994050	Raw count	THR30_0816_S01
Total Reads	134339410	Raw count	THR30_0817_S01
Total Tags	170589889	Raw count	THR30_0817_S01
Total Assigned Tags	162339749	Raw count	THR30_0817_S01
Total Reads	132080971	Raw count	THR30_0818_S01
Total Tags	169291308	Raw count	THR30_0818_S01
Total Assigned Tags	162830472	Raw count	THR30_0818_S01
Total Reads	134260444	Raw count	THR30_0819_S01
Total Tags	173704338	Raw count	THR30_0819_S01
Total Assigned Tags	167688142	Raw count	THR30_0819_S01
Total Reads	179330227	Raw count	THR30_0820_S01
Total Tags	233143685	Raw count	THR30_0820_S01
Total Assigned Tags	225195471	Raw count	THR30_0820_S01
Total Reads	101772925	Raw count	THR30_0821_S01
Total Tags	132218227	Raw count	THR30_0821_S01
Total Assigned Tags	128621853	Raw count	THR30_0821_S01
Total Reads	136057678	Raw count	THR30_0822_S01
Total Tags	177808898	Raw count	THR30_0822_S01
Total Assigned Tags	170762611	Raw count	THR30_0822_S01
Total Reads	98934393	Raw count	THR30_0823_S01
Total Tags	128618630	Raw count	THR30_0823_S01
Total Assigned Tags	123434153	Raw count	THR30_0823_S01
Total Reads	72523115	Raw count	THR30_0824_S01
Total Tags	95312870	Raw count	THR30_0824_S01
Total Assigned Tags	91478437	Raw count	THR30_0824_S01
Total Reads	72518721	Raw count	THR30_0825_S01
Total Tags	97007818	Raw count	THR30_0825_S01
Total Assigned Tags	94307793	Raw count	THR30_0825_S01
Total Reads	66133960	Raw count	THR30_0826_S01
Total Tags	87035258	Raw count	THR30_0826_S01
Total Assigned Tags	84134386	Raw count	THR30_0826_S01
Total Reads	84850767	Raw count	THR30_0827_S01
Total Tags	113735944	Raw count	THR30_0827_S01
Total Assigned Tags	110323173	Raw count	THR30_0827_S01
Total Reads	96031590	Raw count	THR30_0828_S01
Total Tags	129121451	Raw count	THR30_0828_S01
Total Assigned Tags	125646192	Raw count	THR30_0828_S01
Total Reads	95830877	Raw count	THR30_0829_S01
Total Tags	126759846	Raw count	THR30_0829_S01
Total Assigned Tags	122739663	Raw count	THR30_0829_S01
Total Reads	66533255	Raw count	THR30_0830_S01
Total Tags	89682268	Raw count	THR30_0830_S01
Total Assigned Tags	87087809	Raw count	THR30_0830_S01
Total Reads	122602262	Raw count	THR30_0831_S01
Total Tags	165141708	Raw count	THR30_0831_S01
Total Assigned Tags	160056539	Raw count	THR30_0831_S01
Total Reads	179644332	Raw count	THR30_0832_S01
Total Tags	233543833	Raw count	THR30_0832_S01
Total Assigned Tags	224903187	Raw count	THR30_0832_S01
Total Reads	107757705	Raw count	THR30_0833_S01
Total Tags	139155850	Raw count	THR30_0833_S01
Total Assigned Tags	134394677	Raw count	THR30_0833_S01
Total Reads	178325593	Raw count	THR30_0834_S01
Total Tags	231544132	Raw count	THR30_0834_S01
Total Assigned Tags	223231209	Raw count	THR30_0834_S01
Total Reads	125672065	Raw count	THR30_0835_S01
Total Tags	165794769	Raw count	THR30_0835_S01
Total Assigned Tags	160821126	Raw count	THR30_0835_S01
Total Reads	139456807	Raw count	THR30_0836_S01
Total Tags	186977579	Raw count	THR30_0836_S01
Total Assigned Tags	181881759	Raw count	THR30_0836_S01
Total Reads	144194095	Raw count	THR30_0837_S01
Total Tags	187923188	Raw count	THR30_0837_S01
Total Assigned Tags	181312598	Raw count	THR30_0837_S01
Total Reads	133684397	Raw count	THR30_0838_S01
Total Tags	168347666	Raw count	THR30_0838_S01
Total Assigned Tags	162224960	Raw count	THR30_0838_S01
Total Reads	143074835	Raw count	THR30_0839_S01
Total Tags	186505546	Raw count	THR30_0839_S01
Total Assigned Tags	179940999	Raw count	THR30_0839_S01
Total Reads	157805391	Raw count	THR30_0840_S01
Total Tags	208098061	Raw count	THR30_0840_S01
Total Assigned Tags	201391979	Raw count	THR30_0840_S01
Total Reads	154603918	Raw count	THR30_0841_S01
Total Tags	195549792	Raw count	THR30_0841_S01
Total Assigned Tags	188162181	Raw count	THR30_0841_S01
Total Reads	113483029	Raw count	THR30_0842_S01
Total Tags	151460739	Raw count	THR30_0842_S01
Total Assigned Tags	147424384	Raw count	THR30_0842_S01
Total Reads	126888078	Raw count	THR30_0843_S01
Total Tags	171407786	Raw count	THR30_0843_S01
Total Assigned Tags	166624825	Raw count	THR30_0843_S01
Total Reads	148762310	Raw count	THR30_0844_S01
Total Tags	200586168	Raw count	THR30_0844_S01
Total Assigned Tags	194921806	Raw count	THR30_0844_S01
Total Reads	182042693	Raw count	THR30_0845_S01
Total Tags	235632055	Raw count	THR30_0845_S01
Total Assigned Tags	227492952	Raw count	THR30_0845_S01
Total Reads	103290302	Raw count	THR30_0846_S01
Total Tags	138467231	Raw count	THR30_0846_S01
Total Assigned Tags	134750619	Raw count	THR30_0846_S01
Total Reads	114722018	Raw count	THR30_0847_S01
Total Tags	155843833	Raw count	THR30_0847_S01
Total Assigned Tags	152856530	Raw count	THR30_0847_S01
Total Reads	152538836	Raw count	THR30_0848_S01
Total Tags	205089272	Raw count	THR30_0848_S01
Total Assigned Tags	199098356	Raw count	THR30_0848_S01
Total Reads	121882935	Raw count	THR30_0849_S01
Total Tags	162390720	Raw count	THR30_0849_S01
Total Assigned Tags	158070149	Raw count	THR30_0849_S01
Total Reads	136999889	Raw count	THR30_0850_S01
Total Tags	178132226	Raw count	THR30_0850_S01
Total Assigned Tags	172313075	Raw count	THR30_0850_S01
Total Reads	205126615	Raw count	THR30_0851_S01
Total Tags	268460369	Raw count	THR30_0851_S01
Total Assigned Tags	259981852	Raw count	THR30_0851_S01
Total Reads	153614584	Raw count	THR30_0852_S01
Total Tags	207286417	Raw count	THR30_0852_S01
Total Assigned Tags	202200515	Raw count	THR30_0852_S01
Total Reads	114019765	Raw count	THR30_0853_S01
Total Tags	149402606	Raw count	THR30_0853_S01
Total Assigned Tags	143493438	Raw count	THR30_0853_S01
Total Reads	125045629	Raw count	THR30_0854_S01
Total Tags	166872145	Raw count	THR30_0854_S01
Total Assigned Tags	162023911	Raw count	THR30_0854_S01
Total Reads	138918081	Raw count	THR30_0855_S01
Total Tags	184945023	Raw count	THR30_0855_S01
Total Assigned Tags	179592434	Raw count	THR30_0855_S01
Total Reads	137209700	Raw count	THR30_0856_S01
Total Tags	184052537	Raw count	THR30_0856_S01
Total Assigned Tags	178077821	Raw count	THR30_0856_S01
Total Reads	109897923	Raw count	THR30_0857_S01
Total Tags	145914158	Raw count	THR30_0857_S01
Total Assigned Tags	141425021	Raw count	THR30_0857_S01
Total Reads	119925448	Raw count	THR30_0858_S01
Total Tags	158625644	Raw count	THR30_0858_S01
Total Assigned Tags	154012695	Raw count	THR30_0858_S01
Total Reads	77226549	Raw count	THR30_0859_S01
Total Tags	104665851	Raw count	THR30_0859_S01
Total Assigned Tags	101456078	Raw count	THR30_0859_S01
Total Reads	137969165	Raw count	THR30_0860_S01
Total Tags	184858180	Raw count	THR30_0860_S01
Total Assigned Tags	179018807	Raw count	THR30_0860_S01
Total Reads	81553349	Raw count	THR30_0861_S01
Total Tags	105264541	Raw count	THR30_0861_S01
Total Assigned Tags	100485756	Raw count	THR30_0861_S01
Total Reads	97471190	Raw count	THR30_0862_S01
Total Tags	122466967	Raw count	THR30_0862_S01
Total Assigned Tags	117422146	Raw count	THR30_0862_S01
Total Reads	116418633	Raw count	THR30_0863_S01
Total Tags	158428018	Raw count	THR30_0863_S01
Total Assigned Tags	153578380	Raw count	THR30_0863_S01
Total Reads	142720846	Raw count	THR30_0864_S01
Total Tags	190481656	Raw count	THR30_0864_S01
Total Assigned Tags	184757562	Raw count	THR30_0864_S01
Total Reads	133512799	Raw count	THR30_0865_S01
Total Tags	162450649	Raw count	THR30_0865_S01
Total Assigned Tags	154034566	Raw count	THR30_0865_S01
Total Reads	81916555	Raw count	THR31_0866_S01
Total Tags	100166406	Raw count	THR31_0866_S01
Total Assigned Tags	94872050	Raw count	THR31_0866_S01
Total Reads	41218724	Raw count	THR31_0867_S01
Total Tags	51440318	Raw count	THR31_0867_S01
Total Assigned Tags	49686933	Raw count	THR31_0867_S01
Total Reads	102376524	Raw count	THR31_0868_S01
Total Tags	134830677	Raw count	THR31_0868_S01
Total Assigned Tags	130327131	Raw count	THR31_0868_S01
Total Reads	89015892	Raw count	THR31_0868_S02
Total Tags	120400482	Raw count	THR31_0868_S02
Total Assigned Tags	116894279	Raw count	THR31_0868_S02
Total Reads	66377250	Raw count	THR31_0869_S01
Total Tags	81967496	Raw count	THR31_0869_S01
Total Assigned Tags	78059597	Raw count	THR31_0869_S01
Total Reads	95712019	Raw count	THR31_0870_S01
Total Tags	119981126	Raw count	THR31_0870_S01
Total Assigned Tags	115439813	Raw count	THR31_0870_S01
Total Reads	54620749	Raw count	THR31_0871_S01
Total Tags	75549220	Raw count	THR31_0871_S01
Total Assigned Tags	73947695	Raw count	THR31_0871_S01
Total Reads	32255971	Raw count	THR31_0872_S01
Total Tags	45638116	Raw count	THR31_0872_S01
Total Assigned Tags	44463617	Raw count	THR31_0872_S01
Total Reads	67670387	Raw count	THR31_0873_S01
Total Tags	85509464	Raw count	THR31_0873_S01
Total Assigned Tags	81247460	Raw count	THR31_0873_S01
Total Reads	61909043	Raw count	THR31_0874_S01
Total Tags	75760891	Raw count	THR31_0874_S01
Total Assigned Tags	72115176	Raw count	THR31_0874_S01
Total Reads	78996755	Raw count	THR31_0875_S01
Total Tags	107488630	Raw count	THR31_0875_S01
Total Assigned Tags	104979953	Raw count	THR31_0875_S01
Total Reads	76327670	Raw count	THR31_0876_S01
Total Tags	94688935	Raw count	THR31_0876_S01
Total Assigned Tags	90950576	Raw count	THR31_0876_S01
Total Reads	83173927	Raw count	THR31_0877_S01
Total Tags	108314655	Raw count	THR31_0877_S01
Total Assigned Tags	104595906	Raw count	THR31_0877_S01
Total Reads	30265302	Raw count	THR31_0878_S01
Total Tags	39457563	Raw count	THR31_0878_S01
Total Assigned Tags	38369470	Raw count	THR31_0878_S01
Total Reads	67981712	Raw count	THR31_0879_S01
Total Tags	87009392	Raw count	THR31_0879_S01
Total Assigned Tags	84264484	Raw count	THR31_0879_S01
Total Reads	39326612	Raw count	THR31_0880_S01
Total Tags	54986172	Raw count	THR31_0880_S01
Total Assigned Tags	54083758	Raw count	THR31_0880_S01
Total Reads	60760372	Raw count	THR31_0881_S01
Total Tags	78892569	Raw count	THR31_0881_S01
Total Assigned Tags	77165966	Raw count	THR31_0881_S01
Total Reads	25457954	Raw count	THR31_0882_S01
Total Tags	29274641	Raw count	THR31_0882_S01
Total Assigned Tags	27778480	Raw count	THR31_0882_S01
Total Reads	46117206	Raw count	THR31_0883_S01
Total Tags	58705238	Raw count	THR31_0883_S01
Total Assigned Tags	56515461	Raw count	THR31_0883_S01
Total Reads	75058507	Raw count	THR31_0884_S01
Total Tags	103193434	Raw count	THR31_0884_S01
Total Assigned Tags	101235378	Raw count	THR31_0884_S01
Total Reads	55020241	Raw count	THR31_0885_S01
Total Tags	74585407	Raw count	THR31_0885_S01
Total Assigned Tags	72749060	Raw count	THR31_0885_S01
Total Reads	51767326	Raw count	THR31_0886_S01
Total Tags	68271743	Raw count	THR31_0886_S01
Total Assigned Tags	66719989	Raw count	THR31_0886_S01
Total Reads	77268875	Raw count	THR31_0887_S01
Total Tags	106525721	Raw count	THR31_0887_S01
Total Assigned Tags	104632100	Raw count	THR31_0887_S01
Total Reads	58021439	Raw count	THR31_0888_S01
Total Tags	80911685	Raw count	THR31_0888_S01
Total Assigned Tags	79451396	Raw count	THR31_0888_S01
Total Reads	53252936	Raw count	THR31_0889_S01
Total Tags	73206628	Raw count	THR31_0889_S01
Total Assigned Tags	71422963	Raw count	THR31_0889_S01
Total Reads	80409357	Raw count	THR31_0890_S01
Total Tags	107806684	Raw count	THR31_0890_S01
Total Assigned Tags	105097792	Raw count	THR31_0890_S01
Total Reads	93558507	Raw count	THR31_0891_S01
Total Tags	126093919	Raw count	THR31_0891_S01
Total Assigned Tags	122978956	Raw count	THR31_0891_S01
Total Reads	124570163	Raw count	THR31_0892_S01
Total Tags	168487659	Raw count	THR31_0892_S01
Total Assigned Tags	165385886	Raw count	THR31_0892_S01
Total Reads	48412151	Raw count	THR31_0893_S01
Total Tags	66388518	Raw count	THR31_0893_S01
Total Assigned Tags	64980552	Raw count	THR31_0893_S01
Total Reads	74651918	Raw count	THR31_0894_S01
Total Tags	101962630	Raw count	THR31_0894_S01
Total Assigned Tags	99463630	Raw count	THR31_0894_S01
Total Reads	60039198	Raw count	THR31_0895_S01
Total Tags	78332525	Raw count	THR31_0895_S01
Total Assigned Tags	76155403	Raw count	THR31_0895_S01
Total Reads	69213061	Raw count	THR31_0896_S01
Total Tags	93413742	Raw count	THR31_0896_S01
Total Assigned Tags	91756122	Raw count	THR31_0896_S01
Total Reads	70446005	Raw count	THR31_0897_S01
Total Tags	91627496	Raw count	THR31_0897_S01
Total Assigned Tags	88391143	Raw count	THR31_0897_S01
Total Reads	89617584	Raw count	THR31_0898_S01
Total Tags	118790255	Raw count	THR31_0898_S01
Total Assigned Tags	115215237	Raw count	THR31_0898_S01
Total Reads	66720717	Raw count	THR31_0899_S01
Total Tags	90916972	Raw count	THR31_0899_S01
Total Assigned Tags	88607250	Raw count	THR31_0899_S01
Total Reads	69094557	Raw count	THR31_0900_S01
Total Tags	91532514	Raw count	THR31_0900_S01
Total Assigned Tags	89337427	Raw count	THR31_0900_S01
Total Reads	78994752	Raw count	THR31_0901_S01
Total Tags	105740851	Raw count	THR31_0901_S01
Total Assigned Tags	102980986	Raw count	THR31_0901_S01
Total Reads	58714135	Raw count	THR31_0902_S01
Total Tags	82004147	Raw count	THR31_0902_S01
Total Assigned Tags	80202579	Raw count	THR31_0902_S01
Total Reads	81585272	Raw count	THR31_0903_S01
Total Tags	110746066	Raw count	THR31_0903_S01
Total Assigned Tags	108064435	Raw count	THR31_0903_S01
Total Reads	52223640	Raw count	THR31_0904_S01
Total Tags	67827467	Raw count	THR31_0904_S01
Total Assigned Tags	65616584	Raw count	THR31_0904_S01
Total Reads	88456672	Raw count	THR31_0905_S01
Total Tags	118728015	Raw count	THR31_0905_S01
Total Assigned Tags	115057647	Raw count	THR31_0905_S01
Total Reads	77815346	Raw count	THR31_0906_S01
Total Tags	103712808	Raw count	THR31_0906_S01
Total Assigned Tags	100885660	Raw count	THR31_0906_S01
Total Reads	166027164	Raw count	THR31_0907_S01
Total Tags	245894751	Raw count	THR31_0907_S01
Total Assigned Tags	240819308	Raw count	THR31_0907_S01
Total Reads	4286895	Raw count	THR31_0908_S01
Total Tags	5001555	Raw count	THR31_0908_S01
Total Assigned Tags	4862948	Raw count	THR31_0908_S01
Total Reads	34911497	Raw count	THR31_0909_S01
Total Tags	46212591	Raw count	THR31_0909_S01
Total Assigned Tags	44967542	Raw count	THR31_0909_S01
Total Reads	82486915	Raw count	THR31_0910_S01
Total Tags	109268702	Raw count	THR31_0910_S01
Total Assigned Tags	106629549	Raw count	THR31_0910_S01
Total Reads	75665901	Raw count	THR31_0911_S01
Total Tags	102969908	Raw count	THR31_0911_S01
Total Assigned Tags	100696492	Raw count	THR31_0911_S01
Total Reads	81623679	Raw count	THR31_0912_S01
Total Tags	110211174	Raw count	THR31_0912_S01
Total Assigned Tags	107483670	Raw count	THR31_0912_S01
Total Reads	66981801	Raw count	THR31_0913_S01
Total Tags	90484087	Raw count	THR31_0913_S01
Total Assigned Tags	88641314	Raw count	THR31_0913_S01
Total Reads	69628183	Raw count	THR31_0914_S01
Total Tags	97697424	Raw count	THR31_0914_S01
Total Assigned Tags	94928026	Raw count	THR31_0914_S01
Total Reads	47533525	Raw count	THR31_0915_S01
Total Tags	63872006	Raw count	THR31_0915_S01
Total Assigned Tags	62622799	Raw count	THR31_0915_S01
Total Reads	45972917	Raw count	THR31_0916_S01
Total Tags	62769757	Raw count	THR31_0916_S01
Total Assigned Tags	61708176	Raw count	THR31_0916_S01
Total Reads	84676473	Raw count	THR31_0917_S01
Total Tags	120777486	Raw count	THR31_0917_S01
Total Assigned Tags	118144209	Raw count	THR31_0917_S01
Total Reads	70810416	Raw count	THR31_0918_S01
Total Tags	92797968	Raw count	THR31_0918_S01
Total Assigned Tags	90394764	Raw count	THR31_0918_S01
Total Reads	58296166	Raw count	THR31_0919_S01
Total Tags	81342287	Raw count	THR31_0919_S01
Total Assigned Tags	79119146	Raw count	THR31_0919_S01
Total Reads	86994890	Raw count	THR31_0920_S01
Total Tags	128736585	Raw count	THR31_0920_S01
Total Assigned Tags	125889986	Raw count	THR31_0920_S01
Total Reads	91673455	Raw count	THR31_0921_S01
Total Tags	126276525	Raw count	THR31_0921_S01
Total Assigned Tags	123213160	Raw count	THR31_0921_S01
Total Reads	71728613	Raw count	THR31_0922_S01
Total Tags	98576119	Raw count	THR31_0922_S01
Total Assigned Tags	95973026	Raw count	THR31_0922_S01
Total Reads	74905210	Raw count	THR31_0923_S01
Total Tags	98348713	Raw count	THR31_0923_S01
Total Assigned Tags	95628291	Raw count	THR31_0923_S01
Total Reads	88051473	Raw count	THR31_0924_S01
Total Tags	118450266	Raw count	THR31_0924_S01
Total Assigned Tags	114669321	Raw count	THR31_0924_S01
Total Reads	63726591	Raw count	THR31_0925_S01
Total Tags	83531484	Raw count	THR31_0925_S01
Total Assigned Tags	80993075	Raw count	THR31_0925_S01
Total Reads	171530594	Raw count	THR31_0926_S01
Total Tags	219502821	Raw count	THR31_0926_S01
Total Assigned Tags	212590712	Raw count	THR31_0926_S01
Total Reads	94030757	Raw count	THR31_0927_S01
Total Tags	117744469	Raw count	THR31_0927_S01
Total Assigned Tags	112769667	Raw count	THR31_0927_S01
Total Reads	103594522	Raw count	THR31_0928_S01
Total Tags	132489304	Raw count	THR31_0928_S01
Total Assigned Tags	128181305	Raw count	THR31_0928_S01
Total Reads	56159390	Raw count	THR31_0929_S01
Total Tags	75376317	Raw count	THR31_0929_S01
Total Assigned Tags	73378670	Raw count	THR31_0929_S01
Total Reads	63901728	Raw count	THR31_0930_S01
Total Tags	87404119	Raw count	THR31_0930_S01
Total Assigned Tags	85768875	Raw count	THR31_0930_S01
Total Reads	97261924	Raw count	THR31_0931_S01
Total Tags	130233284	Raw count	THR31_0931_S01
Total Assigned Tags	126752154	Raw count	THR31_0931_S01
Total Reads	71284271	Raw count	THR31_0932_S01
Total Tags	91931433	Raw count	THR31_0932_S01
Total Assigned Tags	88781172	Raw count	THR31_0932_S01
Total Reads	70726518	Raw count	THR31_0933_S01
Total Tags	96773983	Raw count	THR31_0933_S01
Total Assigned Tags	94947067	Raw count	THR31_0933_S01
Total Reads	30062940	Raw count	THR31_0934_S01
Total Tags	38458236	Raw count	THR31_0934_S01
Total Assigned Tags	37304771	Raw count	THR31_0934_S01
Total Reads	78075035	Raw count	THR31_0935_S01
Total Tags	102876793	Raw count	THR31_0935_S01
Total Assigned Tags	99338483	Raw count	THR31_0935_S01
Total Reads	71578188	Raw count	THR31_0936_S01
Total Tags	101353071	Raw count	THR31_0936_S01
Total Assigned Tags	99036215	Raw count	THR31_0936_S01
Total Reads	109252216	Raw count	THR31_0937_S01
Total Tags	154460206	Raw count	THR31_0937_S01
Total Assigned Tags	151006855	Raw count	THR31_0937_S01
Total Reads	77209965	Raw count	THR31_0938_S01
Total Tags	112502760	Raw count	THR31_0938_S01
Total Assigned Tags	110373217	Raw count	THR31_0938_S01
Total Reads	61612243	Raw count	THR31_0939_S01
Total Tags	78996374	Raw count	THR31_0939_S01
Total Assigned Tags	76177879	Raw count	THR31_0939_S01
Total Reads	100961932	Raw count	THR31_0940_S01
Total Tags	139876659	Raw count	THR31_0940_S01
Total Assigned Tags	136335225	Raw count	THR31_0940_S01
Total Reads	26553595	Raw count	THR31_1382_S01
Total Tags	31353192	Raw count	THR31_1382_S01
Total Assigned Tags	29082244	Raw count	THR31_1382_S01
Total Reads	95601236	Raw count	THR31_1383_S01
Total Tags	119541203	Raw count	THR31_1383_S01
Total Assigned Tags	114050906	Raw count	THR31_1383_S01
Total Reads	45532791	Raw count	THR31_1384_S01
Total Tags	57541883	Raw count	THR31_1384_S01
Total Assigned Tags	55403534	Raw count	THR31_1384_S01
Total Reads	65674969	Raw count	THR31_1385_S01
Total Tags	80714962	Raw count	THR31_1385_S01
Total Assigned Tags	73169710	Raw count	THR31_1385_S01
Total Reads	83252368	Raw count	THR31_1386_S01
Total Tags	110829915	Raw count	THR31_1386_S01
Total Assigned Tags	108014760	Raw count	THR31_1386_S01
Total Reads	53071538	Raw count	THR31_1387_S01
Total Tags	72611718	Raw count	THR31_1387_S01
Total Assigned Tags	71262955	Raw count	THR31_1387_S01
Total Reads	76856293	Raw count	THR31_1388_S01
Total Tags	104182328	Raw count	THR31_1388_S01
Total Assigned Tags	102103961	Raw count	THR31_1388_S01
Total Reads	47471703	Raw count	THR31_1389_S01
Total Tags	63711296	Raw count	THR31_1389_S01
Total Assigned Tags	62248348	Raw count	THR31_1389_S01
Total Reads	37899126	Raw count	THR31_1390_S01
Total Tags	48186980	Raw count	THR31_1390_S01
Total Assigned Tags	46411747	Raw count	THR31_1390_S01
Total Reads	80216226	Raw count	THR31_1391_S01
Total Tags	107972522	Raw count	THR31_1391_S01
Total Assigned Tags	105863079	Raw count	THR31_1391_S01
Total Reads	58703871	Raw count	THR31_1392_S01
Total Tags	84078653	Raw count	THR31_1392_S01
Total Assigned Tags	82323089	Raw count	THR31_1392_S01
Total Reads	74929690	Raw count	THR31_1393_S01
Total Tags	104270882	Raw count	THR31_1393_S01
Total Assigned Tags	101202052	Raw count	THR31_1393_S01
Total Reads	89949911	Raw count	THR31_1394_S01
Total Tags	122373677	Raw count	THR31_1394_S01
Total Assigned Tags	118658725	Raw count	THR31_1394_S01
Total Reads	145919008	Raw count	THR32_0941_S01
Total Tags	201238866	Raw count	THR32_0941_S01
Total Assigned Tags	196089808	Raw count	THR32_0941_S01
Total Reads	184173948	Raw count	THR32_0942_S01
Total Tags	228516528	Raw count	THR32_0942_S01
Total Assigned Tags	218869186	Raw count	THR32_0942_S01
Total Reads	235668163	Raw count	THR32_0943_S01
Total Tags	306774965	Raw count	THR32_0943_S01
Total Assigned Tags	297933718	Raw count	THR32_0943_S01
Total Reads	149467299	Raw count	THR32_0944_S01
Total Tags	192064070	Raw count	THR32_0944_S01
Total Assigned Tags	185343692	Raw count	THR32_0944_S01
Total Reads	253715550	Raw count	THR32_0945_S01
Total Tags	326730702	Raw count	THR32_0945_S01
Total Assigned Tags	317276685	Raw count	THR32_0945_S01
Total Reads	178361552	Raw count	THR32_0946_S01
Total Tags	238855596	Raw count	THR32_0946_S01
Total Assigned Tags	232272233	Raw count	THR32_0946_S01
Total Reads	207229644	Raw count	THR32_0947_S01
Total Tags	275891794	Raw count	THR32_0947_S01
Total Assigned Tags	267314569	Raw count	THR32_0947_S01
Total Reads	120658067	Raw count	THR32_0948_S01
Total Tags	161001852	Raw count	THR32_0948_S01
Total Assigned Tags	157087461	Raw count	THR32_0948_S01
Total Reads	213368824	Raw count	THR32_0949_S01
Total Tags	292229731	Raw count	THR32_0949_S01
Total Assigned Tags	284642117	Raw count	THR32_0949_S01
Total Reads	137969536	Raw count	THR32_0950_S01
Total Tags	184855089	Raw count	THR32_0950_S01
Total Assigned Tags	180115390	Raw count	THR32_0950_S01
Total Reads	208556852	Raw count	THR32_0951_S01
Total Tags	272230364	Raw count	THR32_0951_S01
Total Assigned Tags	266075362	Raw count	THR32_0951_S01
Total Reads	222326209	Raw count	THR32_0952_S01
Total Tags	288878321	Raw count	THR32_0952_S01
Total Assigned Tags	280691405	Raw count	THR32_0952_S01
Total Reads	270772268	Raw count	THR32_0953_S01
Total Tags	363798749	Raw count	THR32_0953_S01
Total Assigned Tags	356554223	Raw count	THR32_0953_S01
Total Reads	234902854	Raw count	THR32_0954_S01
Total Tags	296303000	Raw count	THR32_0954_S01
Total Assigned Tags	286001919	Raw count	THR32_0954_S01
Total Reads	138353202	Raw count	THR32_0955_S01
Total Tags	187720720	Raw count	THR32_0955_S01
Total Assigned Tags	182959857	Raw count	THR32_0955_S01
Total Reads	190335339	Raw count	THR32_0956_S01
Total Tags	249559047	Raw count	THR32_0956_S01
Total Assigned Tags	242885092	Raw count	THR32_0956_S01
Total Reads	274673255	Raw count	THR32_0957_S01
Total Tags	360965196	Raw count	THR32_0957_S01
Total Assigned Tags	352792000	Raw count	THR32_0957_S01
Total Reads	164224612	Raw count	THR32_0958_S01
Total Tags	184967092	Raw count	THR32_0958_S01
Total Assigned Tags	177790564	Raw count	THR32_0958_S01
Total Reads	230091094	Raw count	THR32_0959_S01
Total Tags	256430777	Raw count	THR32_0959_S01
Total Assigned Tags	244314656	Raw count	THR32_0959_S01
Total Reads	205654644	Raw count	THR32_0960_S01
Total Tags	271387393	Raw count	THR32_0960_S01
Total Assigned Tags	264537096	Raw count	THR32_0960_S01
Total Reads	241796562	Raw count	THR32_0961_S01
Total Tags	264040862	Raw count	THR32_0961_S01
Total Assigned Tags	250418911	Raw count	THR32_0961_S01
Total Reads	123711580	Raw count	THR32_0962_S01
Total Tags	141066626	Raw count	THR32_0962_S01
Total Assigned Tags	135911792	Raw count	THR32_0962_S01
Total Reads	121100090	Raw count	THR33_0979_S01
Total Tags	137565660	Raw count	THR33_0979_S01
Total Assigned Tags	131120015	Raw count	THR33_0979_S01
Total Reads	182084092	Raw count	THR33_0980_S01
Total Tags	205702820	Raw count	THR33_0980_S01
Total Assigned Tags	195594279	Raw count	THR33_0980_S01
Total Reads	119234146	Raw count	THR33_0981_S01
Total Tags	135208872	Raw count	THR33_0981_S01
Total Assigned Tags	127400376	Raw count	THR33_0981_S01
Total Reads	166463256	Raw count	THR33_0982_S01
Total Tags	186571531	Raw count	THR33_0982_S01
Total Assigned Tags	174641348	Raw count	THR33_0982_S01
Total Reads	201388672	Raw count	THR33_0983_S01
Total Tags	220251579	Raw count	THR33_0983_S01
Total Assigned Tags	206092485	Raw count	THR33_0983_S01
Total Reads	340556390	Raw count	THR33_0984_S01
Total Tags	367397177	Raw count	THR33_0984_S01
Total Assigned Tags	342866582	Raw count	THR33_0984_S01
Total Reads	70492090	Raw count	THR33_0986_S01
Total Tags	79325001	Raw count	THR33_0986_S01
Total Assigned Tags	73435384	Raw count	THR33_0986_S01
Total Reads	277045350	Raw count	THR33_0987_S01
Total Tags	306631314	Raw count	THR33_0987_S01
Total Assigned Tags	290182518	Raw count	THR33_0987_S01
Total Reads	162871448	Raw count	THR33_0989_S01
Total Tags	181230720	Raw count	THR33_0989_S01
