Measurement	Count	Measurement_type	source_file
TSS_up_1kb	424573	Tag count	TARGET-10-PARBGL-09B-01R
TSS_up_5kb	1393839	Tag count	TARGET-10-PARBGL-09B-01R
TSS_up_10kb	2285956	Tag count	TARGET-10-PARBGL-09B-01R
TES_down_1kb	1010675	Tag count	TARGET-10-PARBGL-09B-01R
TES_down_5kb	3241570	Tag count	TARGET-10-PARBGL-09B-01R
TES_down_10kb	4673244	Tag count	TARGET-10-PARBGL-09B-01R
CDS_Exons	25283740	Tag count	TARGET-10-PARCVM-03A-01R
5'UTR_Exons	1927493	Tag count	TARGET-10-PARCVM-03A-01R
3'UTR_Exons	9462783	Tag count	TARGET-10-PARCVM-03A-01R
Introns	57695317	Tag count	TARGET-10-PARCVM-03A-01R
TSS_up_1kb	141362	Tag count	TARGET-10-PARCVM-03A-01R
TSS_up_5kb	452592	Tag count	TARGET-10-PARCVM-03A-01R
TSS_up_10kb	754829	Tag count	TARGET-10-PARCVM-03A-01R
TES_down_1kb	330160	Tag count	TARGET-10-PARCVM-03A-01R
TES_down_5kb	973171	Tag count	TARGET-10-PARCVM-03A-01R
TES_down_10kb	1405484	Tag count	TARGET-10-PARCVM-03A-01R
CDS_Exons	40951625	Tag count	TARGET-10-PARDWN-09B-01R
5'UTR_Exons	3183123	Tag count	TARGET-10-PARDWN-09B-01R
3'UTR_Exons	16243708	Tag count	TARGET-10-PARDWN-09B-01R
Introns	117736292	Tag count	TARGET-10-PARDWN-09B-01R
TSS_up_1kb	296240	Tag count	TARGET-10-PARDWN-09B-01R
TSS_up_5kb	961189	Tag count	TARGET-10-PARDWN-09B-01R
TSS_up_10kb	1599287	Tag count	TARGET-10-PARDWN-09B-01R
TES_down_1kb	859541	Tag count	TARGET-10-PARDWN-09B-01R
TES_down_5kb	2753360	Tag count	TARGET-10-PARDWN-09B-01R
TES_down_10kb	3889104	Tag count	TARGET-10-PARDWN-09B-01R
CDS_Exons	35630653	Tag count	TARGET-10-PAREGZ-09A-01R
5'UTR_Exons	2894750	Tag count	TARGET-10-PAREGZ-09A-01R
3'UTR_Exons	12218029	Tag count	TARGET-10-PAREGZ-09A-01R
Introns	41984836	Tag count	TARGET-10-PAREGZ-09A-01R
TSS_up_1kb	224430	Tag count	TARGET-10-PAREGZ-09A-01R
TSS_up_5kb	556177	Tag count	TARGET-10-PAREGZ-09A-01R
TSS_up_10kb	865171	Tag count	TARGET-10-PAREGZ-09A-01R
TES_down_1kb	383700	Tag count	TARGET-10-PAREGZ-09A-01R
TES_down_5kb	1070463	Tag count	TARGET-10-PAREGZ-09A-01R
TES_down_10kb	1490695	Tag count	TARGET-10-PAREGZ-09A-01R
CDS_Exons	21244026	Tag count	TARGET-10-PARFDL-09A-01R
5'UTR_Exons	1739277	Tag count	TARGET-10-PARFDL-09A-01R
3'UTR_Exons	8081665	Tag count	TARGET-10-PARFDL-09A-01R
Introns	53417696	Tag count	TARGET-10-PARFDL-09A-01R
TSS_up_1kb	141257	Tag count	TARGET-10-PARFDL-09A-01R
TSS_up_5kb	462374	Tag count	TARGET-10-PARFDL-09A-01R
TSS_up_10kb	780806	Tag count	TARGET-10-PARFDL-09A-01R
TES_down_1kb	353098	Tag count	TARGET-10-PARFDL-09A-01R
TES_down_5kb	1081991	Tag count	TARGET-10-PARFDL-09A-01R
TES_down_10kb	1560564	Tag count	TARGET-10-PARFDL-09A-01R
CDS_Exons	38110334	Tag count	TARGET-10-PARFIH-09A-01R
5'UTR_Exons	2471750	Tag count	TARGET-10-PARFIH-09A-01R
3'UTR_Exons	12484452	Tag count	TARGET-10-PARFIH-09A-01R
Introns	40174066	Tag count	TARGET-10-PARFIH-09A-01R
TSS_up_1kb	164485	Tag count	TARGET-10-PARFIH-09A-01R
TSS_up_5kb	487232	Tag count	TARGET-10-PARFIH-09A-01R
TSS_up_10kb	797728	Tag count	TARGET-10-PARFIH-09A-01R
TES_down_1kb	415851	Tag count	TARGET-10-PARFIH-09A-01R
TES_down_5kb	1232288	Tag count	TARGET-10-PARFIH-09A-01R
TES_down_10kb	1721827	Tag count	TARGET-10-PARFIH-09A-01R
CDS_Exons	20674949	Tag count	TARGET-10-PARFPJ-09A-01R
5'UTR_Exons	1841965	Tag count	TARGET-10-PARFPJ-09A-01R
3'UTR_Exons	8181307	Tag count	TARGET-10-PARFPJ-09A-01R
Introns	61774924	Tag count	TARGET-10-PARFPJ-09A-01R
TSS_up_1kb	146335	Tag count	TARGET-10-PARFPJ-09A-01R
TSS_up_5kb	471744	Tag count	TARGET-10-PARFPJ-09A-01R
TSS_up_10kb	787136	Tag count	TARGET-10-PARFPJ-09A-01R
TES_down_1kb	355505	Tag count	TARGET-10-PARFPJ-09A-01R
TES_down_5kb	1128562	Tag count	TARGET-10-PARFPJ-09A-01R
TES_down_10kb	1656396	Tag count	TARGET-10-PARFPJ-09A-01R
CDS_Exons	29727573	Tag count	TARGET-10-PARFWD-03B-01R
5'UTR_Exons	2892739	Tag count	TARGET-10-PARFWD-03B-01R
3'UTR_Exons	13151481	Tag count	TARGET-10-PARFWD-03B-01R
Introns	121551801	Tag count	TARGET-10-PARFWD-03B-01R
TSS_up_1kb	350780	Tag count	TARGET-10-PARFWD-03B-01R
TSS_up_5kb	1145357	Tag count	TARGET-10-PARFWD-03B-01R
TSS_up_10kb	1826418	Tag count	TARGET-10-PARFWD-03B-01R
TES_down_1kb	583636	Tag count	TARGET-10-PARFWD-03B-01R
TES_down_5kb	1858094	Tag count	TARGET-10-PARFWD-03B-01R
TES_down_10kb	2687594	Tag count	TARGET-10-PARFWD-03B-01R
CDS_Exons	18755440	Tag count	TARGET-10-PARFXJ-09A-01R
5'UTR_Exons	1801363	Tag count	TARGET-10-PARFXJ-09A-01R
3'UTR_Exons	8667552	Tag count	TARGET-10-PARFXJ-09A-01R
Introns	59410607	Tag count	TARGET-10-PARFXJ-09A-01R
TSS_up_1kb	159615	Tag count	TARGET-10-PARFXJ-09A-01R
TSS_up_5kb	554089	Tag count	TARGET-10-PARFXJ-09A-01R
TSS_up_10kb	934966	Tag count	TARGET-10-PARFXJ-09A-01R
TES_down_1kb	465858	Tag count	TARGET-10-PARFXJ-09A-01R
TES_down_5kb	1476124	Tag count	TARGET-10-PARFXJ-09A-01R
TES_down_10kb	2118864	Tag count	TARGET-10-PARFXJ-09A-01R
CDS_Exons	30337411	Tag count	TARGET-10-PARGFL-09A-01R
5'UTR_Exons	2024696	Tag count	TARGET-10-PARGFL-09A-01R
3'UTR_Exons	8513287	Tag count	TARGET-10-PARGFL-09A-01R
Introns	19455102	Tag count	TARGET-10-PARGFL-09A-01R
TSS_up_1kb	108736	Tag count	TARGET-10-PARGFL-09A-01R
TSS_up_5kb	264777	Tag count	TARGET-10-PARGFL-09A-01R
TSS_up_10kb	443197	Tag count	TARGET-10-PARGFL-09A-01R
TES_down_1kb	203819	Tag count	TARGET-10-PARGFL-09A-01R
TES_down_5kb	561009	Tag count	TARGET-10-PARGFL-09A-01R
TES_down_10kb	813647	Tag count	TARGET-10-PARGFL-09A-01R
CDS_Exons	22054581	Tag count	TARGET-10-PARHBI-09A-01R
5'UTR_Exons	1868654	Tag count	TARGET-10-PARHBI-09A-01R
3'UTR_Exons	9220566	Tag count	TARGET-10-PARHBI-09A-01R
Introns	63722824	Tag count	TARGET-10-PARHBI-09A-01R
TSS_up_1kb	120719	Tag count	TARGET-10-PARHBI-09A-01R
TSS_up_5kb	395988	Tag count	TARGET-10-PARHBI-09A-01R
TSS_up_10kb	681340	Tag count	TARGET-10-PARHBI-09A-01R
TES_down_1kb	412788	Tag count	TARGET-10-PARHBI-09A-01R
TES_down_5kb	1287229	Tag count	TARGET-10-PARHBI-09A-01R
TES_down_10kb	1816314	Tag count	TARGET-10-PARHBI-09A-01R
CDS_Exons	17236357	Tag count	TARGET-10-PARHBT-09A-01R
5'UTR_Exons	1211998	Tag count	TARGET-10-PARHBT-09A-01R
3'UTR_Exons	4765044	Tag count	TARGET-10-PARHBT-09A-01R
Introns	41323433	Tag count	TARGET-10-PARHBT-09A-01R
TSS_up_1kb	128121	Tag count	TARGET-10-PARHBT-09A-01R
TSS_up_5kb	486553	Tag count	TARGET-10-PARHBT-09A-01R
TSS_up_10kb	835322	Tag count	TARGET-10-PARHBT-09A-01R
TES_down_1kb	317073	Tag count	TARGET-10-PARHBT-09A-01R
TES_down_5kb	1130463	Tag count	TARGET-10-PARHBT-09A-01R
TES_down_10kb	1743143	Tag count	TARGET-10-PARHBT-09A-01R
CDS_Exons	15189799	Tag count	TARGET-10-PARHES-09A-01R
5'UTR_Exons	1479896	Tag count	TARGET-10-PARHES-09A-01R
3'UTR_Exons	5584896	Tag count	TARGET-10-PARHES-09A-01R
Introns	42989914	Tag count	TARGET-10-PARHES-09A-01R
TSS_up_1kb	187579	Tag count	TARGET-10-PARHES-09A-01R
TSS_up_5kb	648039	Tag count	TARGET-10-PARHES-09A-01R
TSS_up_10kb	1093793	Tag count	TARGET-10-PARHES-09A-01R
TES_down_1kb	387559	Tag count	TARGET-10-PARHES-09A-01R
TES_down_5kb	1372062	Tag count	TARGET-10-PARHES-09A-01R
TES_down_10kb	2141048	Tag count	TARGET-10-PARHES-09A-01R
CDS_Exons	27343619	Tag count	TARGET-10-PARIYD-09A-01R
5'UTR_Exons	2373837	Tag count	TARGET-10-PARIYD-09A-01R
3'UTR_Exons	9609987	Tag count	TARGET-10-PARIYD-09A-01R
Introns	43417746	Tag count	TARGET-10-PARIYD-09A-01R
TSS_up_1kb	269514	Tag count	TARGET-10-PARIYD-09A-01R
TSS_up_5kb	651703	Tag count	TARGET-10-PARIYD-09A-01R
TSS_up_10kb	973135	Tag count	TARGET-10-PARIYD-09A-01R
TES_down_1kb	369307	Tag count	TARGET-10-PARIYD-09A-01R
TES_down_5kb	1112142	Tag count	TARGET-10-PARIYD-09A-01R
TES_down_10kb	1617770	Tag count	TARGET-10-PARIYD-09A-01R
CDS_Exons	23753378	Tag count	TARGET-10-PARIZN-09A-01R
5'UTR_Exons	1868646	Tag count	TARGET-10-PARIZN-09A-01R
3'UTR_Exons	9521738	Tag count	TARGET-10-PARIZN-09A-01R
Introns	55644522	Tag count	TARGET-10-PARIZN-09A-01R
TSS_up_1kb	124159	Tag count	TARGET-10-PARIZN-09A-01R
TSS_up_5kb	401280	Tag count	TARGET-10-PARIZN-09A-01R
TSS_up_10kb	682948	Tag count	TARGET-10-PARIZN-09A-01R
TES_down_1kb	396104	Tag count	TARGET-10-PARIZN-09A-01R
TES_down_5kb	1242506	Tag count	TARGET-10-PARIZN-09A-01R
TES_down_10kb	1786815	Tag count	TARGET-10-PARIZN-09A-01R
CDS_Exons	23567593	Tag count	TARGET-10-PARJAY-09A-01R
5'UTR_Exons	1959836	Tag count	TARGET-10-PARJAY-09A-01R
3'UTR_Exons	8793709	Tag count	TARGET-10-PARJAY-09A-01R
Introns	52862082	Tag count	TARGET-10-PARJAY-09A-01R
TSS_up_1kb	166821	Tag count	TARGET-10-PARJAY-09A-01R
TSS_up_5kb	561534	Tag count	TARGET-10-PARJAY-09A-01R
TSS_up_10kb	939260	Tag count	TARGET-10-PARJAY-09A-01R
TES_down_1kb	447193	Tag count	TARGET-10-PARJAY-09A-01R
TES_down_5kb	1424127	Tag count	TARGET-10-PARJAY-09A-01R
TES_down_10kb	2080423	Tag count	TARGET-10-PARJAY-09A-01R
CDS_Exons	39516593	Tag count	TARGET-10-PARJLA-09B-01R
5'UTR_Exons	2923192	Tag count	TARGET-10-PARJLA-09B-01R
3'UTR_Exons	15617460	Tag count	TARGET-10-PARJLA-09B-01R
Introns	112853464	Tag count	TARGET-10-PARJLA-09B-01R
TSS_up_1kb	254087	Tag count	TARGET-10-PARJLA-09B-01R
TSS_up_5kb	901774	Tag count	TARGET-10-PARJLA-09B-01R
TSS_up_10kb	1542920	Tag count	TARGET-10-PARJLA-09B-01R
TES_down_1kb	755398	Tag count	TARGET-10-PARJLA-09B-01R
TES_down_5kb	2523458	Tag count	TARGET-10-PARJLA-09B-01R
TES_down_10kb	3614176	Tag count	TARGET-10-PARJLA-09B-01R
CDS_Exons	23014185	Tag count	TARGET-10-PARJNX-09A-01R
5'UTR_Exons	1851296	Tag count	TARGET-10-PARJNX-09A-01R
3'UTR_Exons	9873415	Tag count	TARGET-10-PARJNX-09A-01R
Introns	58967905	Tag count	TARGET-10-PARJNX-09A-01R
TSS_up_1kb	152579	Tag count	TARGET-10-PARJNX-09A-01R
TSS_up_5kb	564974	Tag count	TARGET-10-PARJNX-09A-01R
TSS_up_10kb	972636	Tag count	TARGET-10-PARJNX-09A-01R
TES_down_1kb	501120	Tag count	TARGET-10-PARJNX-09A-01R
TES_down_5kb	1664609	Tag count	TARGET-10-PARJNX-09A-01R
TES_down_10kb	2473562	Tag count	TARGET-10-PARJNX-09A-01R
CDS_Exons	39856282	Tag count	TARGET-10-PARJPL-09A-01R
5'UTR_Exons	2758022	Tag count	TARGET-10-PARJPL-09A-01R
3'UTR_Exons	11537357	Tag count	TARGET-10-PARJPL-09A-01R
Introns	18173825	Tag count	TARGET-10-PARJPL-09A-01R
TSS_up_1kb	217603	Tag count	TARGET-10-PARJPL-09A-01R
TSS_up_5kb	419312	Tag count	TARGET-10-PARJPL-09A-01R
TSS_up_10kb	600128	Tag count	TARGET-10-PARJPL-09A-01R
TES_down_1kb	242153	Tag count	TARGET-10-PARJPL-09A-01R
TES_down_5kb	594146	Tag count	TARGET-10-PARJPL-09A-01R
TES_down_10kb	818058	Tag count	TARGET-10-PARJPL-09A-01R
CDS_Exons	26933018	Tag count	TARGET-10-PARJXW-09A-01R
5'UTR_Exons	2831806	Tag count	TARGET-10-PARJXW-09A-01R
3'UTR_Exons	8081593	Tag count	TARGET-10-PARJXW-09A-01R
Introns	32473863	Tag count	TARGET-10-PARJXW-09A-01R
TSS_up_1kb	669267	Tag count	TARGET-10-PARJXW-09A-01R
TSS_up_5kb	1448456	Tag count	TARGET-10-PARJXW-09A-01R
TSS_up_10kb	1819214	Tag count	TARGET-10-PARJXW-09A-01R
TES_down_1kb	394831	Tag count	TARGET-10-PARJXW-09A-01R
TES_down_5kb	1029077	Tag count	TARGET-10-PARJXW-09A-01R
TES_down_10kb	1450360	Tag count	TARGET-10-PARJXW-09A-01R
CDS_Exons	30283586	Tag count	TARGET-10-PARKLK-09A-01R
5'UTR_Exons	2091131	Tag count	TARGET-10-PARKLK-09A-01R
3'UTR_Exons	10592285	Tag count	TARGET-10-PARKLK-09A-01R
Introns	29788055	Tag count	TARGET-10-PARKLK-09A-01R
TSS_up_1kb	132848	Tag count	TARGET-10-PARKLK-09A-01R
TSS_up_5kb	381641	Tag count	TARGET-10-PARKLK-09A-01R
TSS_up_10kb	630154	Tag count	TARGET-10-PARKLK-09A-01R
TES_down_1kb	337594	Tag count	TARGET-10-PARKLK-09A-01R
TES_down_5kb	993309	Tag count	TARGET-10-PARKLK-09A-01R
TES_down_10kb	1413602	Tag count	TARGET-10-PARKLK-09A-01R
CDS_Exons	23013399	Tag count	TARGET-10-PARLJA-09A-01R
5'UTR_Exons	1848201	Tag count	TARGET-10-PARLJA-09A-01R
3'UTR_Exons	8411936	Tag count	TARGET-10-PARLJA-09A-01R
Introns	45292824	Tag count	TARGET-10-PARLJA-09A-01R
TSS_up_1kb	155370	Tag count	TARGET-10-PARLJA-09A-01R
TSS_up_5kb	526606	Tag count	TARGET-10-PARLJA-09A-01R
TSS_up_10kb	889889	Tag count	TARGET-10-PARLJA-09A-01R
TES_down_1kb	359359	Tag count	TARGET-10-PARLJA-09A-01R
TES_down_5kb	1185458	Tag count	TARGET-10-PARLJA-09A-01R
TES_down_10kb	1807606	Tag count	TARGET-10-PARLJA-09A-01R
CDS_Exons	19258320	Tag count	TARGET-10-PARLST-09A-01R
5'UTR_Exons	1792761	Tag count	TARGET-10-PARLST-09A-01R
3'UTR_Exons	7867840	Tag count	TARGET-10-PARLST-09A-01R
Introns	57603904	Tag count	TARGET-10-PARLST-09A-01R
TSS_up_1kb	180604	Tag count	TARGET-10-PARLST-09A-01R
TSS_up_5kb	597927	Tag count	TARGET-10-PARLST-09A-01R
TSS_up_10kb	994140	Tag count	TARGET-10-PARLST-09A-01R
TES_down_1kb	377929	Tag count	TARGET-10-PARLST-09A-01R
TES_down_5kb	1184088	Tag count	TARGET-10-PARLST-09A-01R
TES_down_10kb	1743799	Tag count	TARGET-10-PARLST-09A-01R
CDS_Exons	27240884	Tag count	TARGET-10-PARMFF-09A-01R
5'UTR_Exons	2255037	Tag count	TARGET-10-PARMFF-09A-01R
3'UTR_Exons	9881629	Tag count	TARGET-10-PARMFF-09A-01R
Introns	52156810	Tag count	TARGET-10-PARMFF-09A-01R
TSS_up_1kb	186935	Tag count	TARGET-10-PARMFF-09A-01R
TSS_up_5kb	575239	Tag count	TARGET-10-PARMFF-09A-01R
TSS_up_10kb	935684	Tag count	TARGET-10-PARMFF-09A-01R
TES_down_1kb	439525	Tag count	TARGET-10-PARMFF-09A-01R
TES_down_5kb	1373473	Tag count	TARGET-10-PARMFF-09A-01R
TES_down_10kb	1999189	Tag count	TARGET-10-PARMFF-09A-01R
CDS_Exons	12186585	Tag count	TARGET-10-PARMIH-09A-01R
5'UTR_Exons	1388228	Tag count	TARGET-10-PARMIH-09A-01R
3'UTR_Exons	5882509	Tag count	TARGET-10-PARMIH-09A-01R
Introns	62984713	Tag count	TARGET-10-PARMIH-09A-01R
TSS_up_1kb	134505	Tag count	TARGET-10-PARMIH-09A-01R
TSS_up_5kb	492849	Tag count	TARGET-10-PARMIH-09A-01R
TSS_up_10kb	821856	Tag count	TARGET-10-PARMIH-09A-01R
TES_down_1kb	443063	Tag count	TARGET-10-PARMIH-09A-01R
TES_down_5kb	1427627	Tag count	TARGET-10-PARMIH-09A-01R
TES_down_10kb	2049059	Tag count	TARGET-10-PARMIH-09A-01R
CDS_Exons	26366501	Tag count	TARGET-10-PARMKK-09A-01R
5'UTR_Exons	2150540	Tag count	TARGET-10-PARMKK-09A-01R
3'UTR_Exons	7752656	Tag count	TARGET-10-PARMKK-09A-01R
Introns	19296646	Tag count	TARGET-10-PARMKK-09A-01R
TSS_up_1kb	229924	Tag count	TARGET-10-PARMKK-09A-01R
TSS_up_5kb	475791	Tag count	TARGET-10-PARMKK-09A-01R
TSS_up_10kb	650502	Tag count	TARGET-10-PARMKK-09A-01R
TES_down_1kb	268675	Tag count	TARGET-10-PARMKK-09A-01R
TES_down_5kb	648650	Tag count	TARGET-10-PARMKK-09A-01R
TES_down_10kb	899593	Tag count	TARGET-10-PARMKK-09A-01R
CDS_Exons	19733146	Tag count	TARGET-10-PARMKM-03A-01R
5'UTR_Exons	1514941	Tag count	TARGET-10-PARMKM-03A-01R
3'UTR_Exons	5609649	Tag count	TARGET-10-PARMKM-03A-01R
Introns	16869464	Tag count	TARGET-10-PARMKM-03A-01R
TSS_up_1kb	141405	Tag count	TARGET-10-PARMKM-03A-01R
TSS_up_5kb	314848	Tag count	TARGET-10-PARMKM-03A-01R
TSS_up_10kb	437664	Tag count	TARGET-10-PARMKM-03A-01R
TES_down_1kb	175599	Tag count	TARGET-10-PARMKM-03A-01R
TES_down_5kb	455463	Tag count	TARGET-10-PARMKM-03A-01R
TES_down_10kb	605976	Tag count	TARGET-10-PARMKM-03A-01R
CDS_Exons	26610449	Tag count	TARGET-10-PARMMV-09A-01R
5'UTR_Exons	2007417	Tag count	TARGET-10-PARMMV-09A-01R
3'UTR_Exons	9979633	Tag count	TARGET-10-PARMMV-09A-01R
Introns	46159633	Tag count	TARGET-10-PARMMV-09A-01R
TSS_up_1kb	100690	Tag count	TARGET-10-PARMMV-09A-01R
TSS_up_5kb	316035	Tag count	TARGET-10-PARMMV-09A-01R
TSS_up_10kb	549395	Tag count	TARGET-10-PARMMV-09A-01R
TES_down_1kb	349943	Tag count	TARGET-10-PARMMV-09A-01R
TES_down_5kb	1006636	Tag count	TARGET-10-PARMMV-09A-01R
TES_down_10kb	1368700	Tag count	TARGET-10-PARMMV-09A-01R
CDS_Exons	12903035	Tag count	TARGET-10-PARMRF-09A-01R
5'UTR_Exons	1184370	Tag count	TARGET-10-PARMRF-09A-01R
3'UTR_Exons	2409112	Tag count	TARGET-10-PARMRF-09A-01R
Introns	13400801	Tag count	TARGET-10-PARMRF-09A-01R
TSS_up_1kb	90922	Tag count	TARGET-10-PARMRF-09A-01R
TSS_up_5kb	241330	Tag count	TARGET-10-PARMRF-09A-01R
TSS_up_10kb	382573	Tag count	TARGET-10-PARMRF-09A-01R
TES_down_1kb	139079	Tag count	TARGET-10-PARMRF-09A-01R
TES_down_5kb	372395	Tag count	TARGET-10-PARMRF-09A-01R
TES_down_10kb	534669	Tag count	TARGET-10-PARMRF-09A-01R
CDS_Exons	19334938	Tag count	TARGET-10-PARMUC-03A-01R
5'UTR_Exons	1549565	Tag count	TARGET-10-PARMUC-03A-01R
3'UTR_Exons	7803172	Tag count	TARGET-10-PARMUC-03A-01R
Introns	65727773	Tag count	TARGET-10-PARMUC-03A-01R
TSS_up_1kb	134698	Tag count	TARGET-10-PARMUC-03A-01R
TSS_up_5kb	483154	Tag count	TARGET-10-PARMUC-03A-01R
TSS_up_10kb	821324	Tag count	TARGET-10-PARMUC-03A-01R
TES_down_1kb	421174	Tag count	TARGET-10-PARMUC-03A-01R
TES_down_5kb	1386783	Tag count	TARGET-10-PARMUC-03A-01R
TES_down_10kb	2061787	Tag count	TARGET-10-PARMUC-03A-01R
CDS_Exons	47281909	Tag count	TARGET-10-PARMWH-09A-01R
5'UTR_Exons	3110116	Tag count	TARGET-10-PARMWH-09A-01R
3'UTR_Exons	15107478	Tag count	TARGET-10-PARMWH-09A-01R
Introns	21039590	Tag count	TARGET-10-PARMWH-09A-01R
TSS_up_1kb	227754	Tag count	TARGET-10-PARMWH-09A-01R
TSS_up_5kb	464237	Tag count	TARGET-10-PARMWH-09A-01R
TSS_up_10kb	697788	Tag count	TARGET-10-PARMWH-09A-01R
TES_down_1kb	336248	Tag count	TARGET-10-PARMWH-09A-01R
TES_down_5kb	811441	Tag count	TARGET-10-PARMWH-09A-01R
TES_down_10kb	1105402	Tag count	TARGET-10-PARMWH-09A-01R
CDS_Exons	27898028	Tag count	TARGET-10-PARNBN-09A-01R
5'UTR_Exons	2165494	Tag count	TARGET-10-PARNBN-09A-01R
3'UTR_Exons	4907497	Tag count	TARGET-10-PARNBN-09A-01R
Introns	33148411	Tag count	TARGET-10-PARNBN-09A-01R
TSS_up_1kb	185222	Tag count	TARGET-10-PARNBN-09A-01R
TSS_up_5kb	524958	Tag count	TARGET-10-PARNBN-09A-01R
TSS_up_10kb	845686	Tag count	TARGET-10-PARNBN-09A-01R
TES_down_1kb	272044	Tag count	TARGET-10-PARNBN-09A-01R
TES_down_5kb	857717	Tag count	TARGET-10-PARNBN-09A-01R
TES_down_10kb	1284661	Tag count	TARGET-10-PARNBN-09A-01R
CDS_Exons	20908668	Tag count	TARGET-10-PARNEH-09A-01R
5'UTR_Exons	2079867	Tag count	TARGET-10-PARNEH-09A-01R
3'UTR_Exons	8988998	Tag count	TARGET-10-PARNEH-09A-01R
Introns	53608732	Tag count	TARGET-10-PARNEH-09A-01R
TSS_up_1kb	199521	Tag count	TARGET-10-PARNEH-09A-01R
TSS_up_5kb	592312	Tag count	TARGET-10-PARNEH-09A-01R
TSS_up_10kb	948967	Tag count	TARGET-10-PARNEH-09A-01R
TES_down_1kb	539439	Tag count	TARGET-10-PARNEH-09A-01R
TES_down_5kb	1609793	Tag count	TARGET-10-PARNEH-09A-01R
TES_down_10kb	2299957	Tag count	TARGET-10-PARNEH-09A-01R
CDS_Exons	30960242	Tag count	TARGET-10-PARNJB-09A-01R
5'UTR_Exons	2212247	Tag count	TARGET-10-PARNJB-09A-01R
3'UTR_Exons	9877586	Tag count	TARGET-10-PARNJB-09A-01R
Introns	21424773	Tag count	TARGET-10-PARNJB-09A-01R
TSS_up_1kb	147901	Tag count	TARGET-10-PARNJB-09A-01R
TSS_up_5kb	330934	Tag count	TARGET-10-PARNJB-09A-01R
TSS_up_10kb	505109	Tag count	TARGET-10-PARNJB-09A-01R
TES_down_1kb	251990	Tag count	TARGET-10-PARNJB-09A-01R
TES_down_5kb	675183	Tag count	TARGET-10-PARNJB-09A-01R
TES_down_10kb	943485	Tag count	TARGET-10-PARNJB-09A-01R
CDS_Exons	29024416	Tag count	TARGET-10-PARNMV-09A-01R
5'UTR_Exons	2569910	Tag count	TARGET-10-PARNMV-09A-01R
3'UTR_Exons	9438709	Tag count	TARGET-10-PARNMV-09A-01R
Introns	41890024	Tag count	TARGET-10-PARNMV-09A-01R
TSS_up_1kb	282135	Tag count	TARGET-10-PARNMV-09A-01R
TSS_up_5kb	689247	Tag count	TARGET-10-PARNMV-09A-01R
TSS_up_10kb	1021006	Tag count	TARGET-10-PARNMV-09A-01R
TES_down_1kb	370141	Tag count	TARGET-10-PARNMV-09A-01R
TES_down_5kb	998237	Tag count	TARGET-10-PARNMV-09A-01R
TES_down_10kb	1402044	Tag count	TARGET-10-PARNMV-09A-01R
CDS_Exons	44057081	Tag count	TARGET-10-PARNSP-09A-01R
5'UTR_Exons	2840037	Tag count	TARGET-10-PARNSP-09A-01R
3'UTR_Exons	13530279	Tag count	TARGET-10-PARNSP-09A-01R
Introns	28127663	Tag count	TARGET-10-PARNSP-09A-01R
TSS_up_1kb	175496	Tag count	TARGET-10-PARNSP-09A-01R
TSS_up_5kb	405152	Tag count	TARGET-10-PARNSP-09A-01R
TSS_up_10kb	619417	Tag count	TARGET-10-PARNSP-09A-01R
TES_down_1kb	340065	Tag count	TARGET-10-PARNSP-09A-01R
TES_down_5kb	867971	Tag count	TARGET-10-PARNSP-09A-01R
TES_down_10kb	1157636	Tag count	TARGET-10-PARNSP-09A-01R
CDS_Exons	30684109	Tag count	TARGET-10-PARNXJ-09A-01R
5'UTR_Exons	2195222	Tag count	TARGET-10-PARNXJ-09A-01R
3'UTR_Exons	10617691	Tag count	TARGET-10-PARNXJ-09A-01R
Introns	38696653	Tag count	TARGET-10-PARNXJ-09A-01R
TSS_up_1kb	203156	Tag count	TARGET-10-PARNXJ-09A-01R
TSS_up_5kb	528899	Tag count	TARGET-10-PARNXJ-09A-01R
TSS_up_10kb	823310	Tag count	TARGET-10-PARNXJ-09A-01R
TES_down_1kb	375127	Tag count	TARGET-10-PARNXJ-09A-01R
TES_down_5kb	1093760	Tag count	TARGET-10-PARNXJ-09A-01R
TES_down_10kb	1573975	Tag count	TARGET-10-PARNXJ-09A-01R
CDS_Exons	32744756	Tag count	TARGET-10-PARPET-09A-01R
5'UTR_Exons	2230020	Tag count	TARGET-10-PARPET-09A-01R
3'UTR_Exons	10601201	Tag count	TARGET-10-PARPET-09A-01R
Introns	40997128	Tag count	TARGET-10-PARPET-09A-01R
TSS_up_1kb	135198	Tag count	TARGET-10-PARPET-09A-01R
TSS_up_5kb	400732	Tag count	TARGET-10-PARPET-09A-01R
TSS_up_10kb	672590	Tag count	TARGET-10-PARPET-09A-01R
TES_down_1kb	363520	Tag count	TARGET-10-PARPET-09A-01R
TES_down_5kb	1045066	Tag count	TARGET-10-PARPET-09A-01R
TES_down_10kb	1448722	Tag count	TARGET-10-PARPET-09A-01R
CDS_Exons	28133607	Tag count	TARGET-10-PARPHB-09A-01R
5'UTR_Exons	2302143	Tag count	TARGET-10-PARPHB-09A-01R
3'UTR_Exons	8606818	Tag count	TARGET-10-PARPHB-09A-01R
Introns	30787894	Tag count	TARGET-10-PARPHB-09A-01R
TSS_up_1kb	249965	Tag count	TARGET-10-PARPHB-09A-01R
TSS_up_5kb	525072	Tag count	TARGET-10-PARPHB-09A-01R
